Data,Hora,MediaDiaria,TipoMedicaoCotas,Maxima,Minima,Media
01/04/2021,,1,1,103012,103003,103007
01/04/2021,01/01/1900 07:00:00,0,1,103012,103003,103007
01/04/2021,01/01/1900 17:00:00,0,1,103012,103003,103007
01/03/2021,01/01/1900 07:00:00,0,1,103030,103007,103017
01/03/2021,01/01/1900 17:00:00,0,1,103030,103007,103017
01/03/2021,,1,1,103030,103007,103017
01/01/2021,,1,1,102917,102891,102907
01/01/2021,01/01/1900 17:00:00,0,1,102917,102891,102907
01/01/2021,01/01/1900 07:00:00,0,1,102917,102891,102907
01/12/2020,01/01/1900 07:00:00,0,1,102892,102870,102880
01/12/2020,01/01/1900 17:00:00,0,1,102892,102870,102880
01/12/2020,,1,1,102892,102870,102880
01/11/2020,,1,1,102889,102856,102869
01/11/2020,01/01/1900 07:00:00,0,1,102889,101860,102852
01/11/2020,01/01/1900 17:00:00,0,1,102889,101860,102852
01/10/2020,,1,1,102884,102841,102858
01/09/2020,,1,1,102944,102886,102915
01/08/2020,,1,1,102986,102945,102969
01/07/2020,,1,1,103003,102988,102996
01/06/2020,,1,1,103010,103002,103005
01/05/2020,,1,1,103021,103008,103013
01/04/2020,,1,1,103043,103017,103027
01/03/2020,,1,1,103051,103015,103029
01/02/2020,,1,1,103026,103003,103018
01/01/2020,,1,1,103001,102795,102897
01/12/2019,,1,1,102796,102753,102781
01/11/2019,,1,1,102772,102747,102758
01/10/2019,,1,1,102843,102774,102806
01/09/2019,,1,1,102923,102846,102885
01/08/2019,,1,1,102974,102926,102953
01/07/2019,,1,1,102996,102974,102987
01/06/2019,,1,1,103005,102996,103001
01/05/2019,,1,1,103018,103005,103010
01/04/2019,,1,1,103034,103014,103022
01/03/2019,,1,1,103032,103008,103017
01/03/2019,,1,1,103032,103008,103017
01/02/2019,,1,1,103013,102998,103006
01/01/2019,,1,1,103012,103001,103007
01/12/2018,,1,1,103009,102903,102971
01/11/2018,,1,1,102901,102751,102812
01/10/2018,,1,1,102777,102744,102757
01/09/2018,,1,1,102844,102780,102812
01/08/2018,,1,1,102895,102847,102872
01/07/2018,,1,1,102939,102896,102919
01/06/2018,,1,1,102960,102940,102953
01/05/2018,,1,1,102960,102943,102951
01/04/2018,,1,1,102943,102840,102901
01/03/2018,,1,1,102837,102709,102777
01/02/2018,,1,1,102708,102601,102672
01/11/2017,,1,1,102225,102185,102197
01/10/2017,,1,1,102330,102198,102268
01/08/2017,,1,1,102562,102466,102516
01/06/2017,,1,1,102692,102640,102668
01/05/2017,,1,1,102710,102693,102701
01/04/2017,,1,1,102711,102670,102699
01/03/2017,,1,1,102665,102591,102619
01/01/2017,,1,1,102420,102360,102384
01/12/2016,,1,1,102427,102398,102413
01/11/2016,,1,1,102399,102366,102381
01/10/2016,,1,1,102508,102401,102457
01/09/2016,,1,1,102643,102513,102576
01/08/2016,,1,1,102757,102644,102702
01/04/2016,,1,1,103006,102974,102991
01/03/2016,,1,1,103013,102918,102980
01/02/2016,,1,1,102917,102850,102886
01/01/2016,,1,1,102848,102621,102702
01/12/2015,,1,1,102647,102612,102633
01/11/2015,,1,1,102692,102628,102656
01/10/2015,,1,1,102771,102674,102716
01/09/2015,,1,1,102858,102772,102816
01/08/2015,,1,1,102939,102863,102902
01/07/2015,,1,1,102980,102939,102961
01/06/2015,,1,1,103002,102980,102993
01/05/2015,,1,1,103017,103002,103009
01/04/2015,,1,1,103021,102959,103003
01/03/2015,,1,1,102955,102792,102863
01/02/2015,,1,1,102785,102742,102767
01/01/2015,,1,1,102792,102748,102769
01/12/2014,,1,1,102796,102699,102758
01/11/2014,,1,1,102697,102680,102686
01/10/2014,,1,1,102784,102691,102732
01/09/2014,,1,1,102868,102788,102833
01/08/2014,,1,1,102941,102870,102909
01/04/2014,,1,1,103034,103016,103024
01/03/2014,,1,1,103029,103012,103019
01/02/2014,,1,1,103022,103001,103010
01/01/2014,,1,1,103026,102971,103003
01/12/2013,,1,1,102964,102760,102841
01/12/2013,,1,1,102964,102760,102841
01/12/2013,01/01/1900 07:00:00,0,1,102964,102760,102841
01/12/2013,01/01/1900 17:00:00,0,1,102964,102760,102841
01/11/2013,01/01/1900 07:00:00,0,1,102755,102726,102739
01/11/2013,01/01/1900 17:00:00,0,1,102755,102726,102739
01/11/2013,,1,1,102755,102726,102739
01/11/2013,,1,1,102755,102726,102739
01/10/2013,,1,1,102782,102740,102764
01/10/2013,,1,1,102782,102740,102764
01/10/2013,01/01/1900 07:00:00,0,1,102782,102740,102764
01/10/2013,01/01/1900 17:00:00,0,1,102782,102740,102764
01/09/2013,,1,1,102860,102772,102816
01/09/2013,,1,1,102860,102772,102816
01/09/2013,01/01/1900 07:00:00,0,1,102860,102772,102816
01/09/2013,01/01/1900 17:00:00,0,1,102860,102772,102816
01/08/2013,01/01/1900 07:00:00,0,1,102940,102863,102903
01/08/2013,01/01/1900 17:00:00,0,1,102940,102863,102903
01/08/2013,,1,1,102940,102863,102903
01/08/2013,,1,1,102940,102863,102903
01/07/2013,,1,1,102988,102942,102967
01/06/2013,01/01/1900 07:00:00,0,1,103006,102989,102999
01/06/2013,01/01/1900 17:00:00,0,1,103006,102989,102999
01/06/2013,,1,1,103006,102989,102999
01/06/2013,,1,1,103006,102989,102999
01/05/2013,,1,1,103008,102996,103002
01/05/2013,01/01/1900 07:00:00,0,1,103008,102996,103002
01/05/2013,01/01/1900 17:00:00,0,1,103008,102996,103002
01/05/2013,,1,1,103008,102996,103002
01/04/2013,,1,1,103025,103008,103017
01/03/2013,,1,1,103025,103008,103016
01/02/2013,,1,1,103030,103006,103014
01/01/2013,,1,1,103040,102898,102967
01/12/2012,01/01/1900 07:00:00,0,1,102899,102836,102872
01/12/2012,01/01/1900 17:00:00,0,1,102899,102836,102872
01/12/2012,,1,1,102899,102836,102872
01/11/2012,,1,1,102835,102708,102771
01/11/2012,01/01/1900 07:00:00,0,1,102835,102708,102771
01/11/2012,01/01/1900 17:00:00,0,1,102835,102708,102771
01/10/2012,,1,1,102797,102709,102754
01/10/2012,01/01/1900 07:00:00,0,1,102797,102709,102754
01/09/2012,01/01/1900 07:00:00,0,1,102873,102800,102831
01/09/2012,01/01/1900 17:00:00,0,1,102873,102800,102831
01/09/2012,,1,1,102873,102800,102831
01/08/2012,,1,1,102946,102876,102913
01/08/2012,01/01/1900 07:00:00,0,1,102946,102876,102913
01/08/2012,01/01/1900 17:00:00,0,1,102946,102876,102913
01/07/2012,,1,1,102990,102947,102971
01/07/2012,01/01/1900 07:00:00,0,1,102990,102947,102971
01/07/2012,01/01/1900 17:00:00,0,1,102990,102947,102971
01/06/2012,,1,1,103007,102990,102999
01/06/2012,01/01/1900 07:00:00,0,1,103007,102990,102999
01/06/2012,01/01/1900 17:00:00,0,1,103007,102990,102999
01/04/2012,,1,1,103022,103010,103014
01/04/2012,01/01/1900 07:00:00,0,1,103022,103010,103014
01/04/2012,01/01/1900 17:00:00,0,1,103022,103010,103014
01/03/2012,01/01/1900 07:00:00,0,1,103030,103008,103016
01/03/2012,01/01/1900 17:00:00,0,1,103030,103008,103016
01/03/2012,,1,1,103030,103008,103016
01/03/2012,,1,1,103030,103008,103016
01/02/2012,01/01/1900 07:00:00,0,1,103025,103012,103019
01/02/2012,,1,1,103024,103012,103019
01/02/2012,01/01/1900 17:00:00,0,1,103025,103012,103019
01/02/2012,,1,1,103025,103012,103019
01/01/2012,,1,1,103044,103021,103029
01/01/2012,,1,1,103044,103021,103029
01/01/2012,01/01/1900 17:00:00,0,1,103044,103021,103029
01/01/2012,01/01/1900 07:00:00,0,1,103044,103021,103029
01/12/2011,,1,1,103025,102828,102942
01/12/2011,01/01/1900 17:00:00,0,1,103025,102828,102942
01/12/2011,01/01/1900 07:00:00,0,1,103025,102828,102942
01/12/2011,,1,1,103025,102828,102942
01/11/2011,01/01/1900 07:00:00,0,1,102815,102686,102714
01/11/2011,01/01/1900 17:00:00,0,1,102815,102686,102714
01/11/2011,,1,1,102815,102686,102714
01/10/2011,,1,1,102700,102661,102682
01/10/2011,01/01/1900 17:00:00,0,1,102700,102661,102682
01/10/2011,01/01/1900 07:00:00,0,1,102700,102661,102682
01/09/2011,01/01/1900 17:00:00,0,1,102793,102682,102737
01/09/2011,,1,1,102793,102682,102737
01/09/2011,01/01/1900 07:00:00,0,1,102793,102682,102737
01/08/2011,,1,1,102886,102798,102844
01/08/2011,01/01/1900 07:00:00,0,1,102886,102798,102844
01/08/2011,01/01/1900 17:00:00,0,1,102886,102798,102844
01/07/2011,,1,1,102949,102888,102921
01/07/2011,01/01/1900 07:00:00,0,1,102949,102888,102921
01/07/2011,01/01/1900 17:00:00,0,1,102949,102888,102921
01/06/2011,01/01/1900 17:00:00,0,1,102985,102951,102969
01/06/2011,,1,1,102985,102951,102969
01/06/2011,01/01/1900 07:00:00,0,1,102985,102951,102969
01/05/2011,01/01/1900 07:00:00,0,1,103002,102984,102994
01/05/2011,01/01/1900 17:00:00,0,1,103002,102984,102994
01/05/2011,,1,1,103002,102984,102994
01/04/2011,,1,1,103016,103000,103009
01/04/2011,01/01/1900 07:00:00,0,1,103016,103000,103009
01/04/2011,01/01/1900 17:00:00,0,1,103016,103000,103009
01/03/2011,,1,1,103020,103011,103016
01/03/2011,01/01/1900 07:00:00,0,1,103020,103011,103016
01/03/2011,01/01/1900 17:00:00,0,1,103020,103011,103016
01/03/2011,,1,1,103020,103011,103016
01/02/2011,,1,1,103022,103009,103015
01/02/2011,01/01/1900 07:00:00,0,1,103023,103009,103015
01/02/2011,01/01/1900 17:00:00,0,1,103023,103009,103015
01/02/2011,,1,1,103023,103009,103015
01/01/2011,,1,1,103039,103009,103021
01/01/2011,01/01/1900 07:00:00,0,1,103039,103009,103021
01/01/2011,01/01/1900 17:00:00,0,1,103039,103009,103021
01/01/2011,,1,1,103039,103010,103021
01/12/2010,,1,1,103024,102767,102864
01/12/2010,01/01/1900 17:00:00,0,1,103024,102767,102864
01/12/2010,01/01/1900 07:00:00,0,1,103024,102767,102864
01/12/2010,,1,1,103024,102767,102864
01/11/2010,,1,1,102766,102660,102720
01/11/2010,01/01/1900 07:00:00,0,1,102766,102660,102720
01/11/2010,01/01/1900 17:00:00,0,1,102766,102660,102720
01/11/2010,,1,1,102766,102661,102720
01/09/2010,01/01/1900 07:00:00,0,1,102794,102684,102736
01/09/2010,01/01/1900 17:00:00,0,1,102794,102684,102736
01/09/2010,,1,1,102794,102684,102736
01/08/2010,01/01/1900 07:00:00,0,1,102875,102794,102836
01/08/2010,01/01/1900 17:00:00,0,1,102875,102794,102836
01/08/2010,,1,1,102875,102794,102836
01/08/2010,,1,1,102875,102794,102836
01/06/2010,,1,1,102984,102942,102965
01/06/2010,,1,1,102984,102942,102965
01/06/2010,01/01/1900 07:00:00,0,1,102984,102942,102965
01/06/2010,01/01/1900 17:00:00,0,1,102984,102942,102965
01/05/2010,01/01/1900 07:00:00,0,1,103002,102986,102996
01/05/2010,01/01/1900 17:00:00,0,1,103002,102986,102996
01/05/2010,,1,1,103002,102986,102996
01/05/2010,,1,1,103002,102986,102996
01/04/2010,,1,1,103028,103001,103011
01/04/2010,,1,1,103028,103001,103011
01/04/2010,01/01/1900 07:00:00,0,1,103028,103001,103011
01/04/2010,01/01/1900 17:00:00,0,1,103028,103001,103011
01/03/2010,01/01/1900 07:00:00,0,1,103019,103008,103013
01/03/2010,01/01/1900 17:00:00,0,1,103019,103008,103013
01/03/2010,,1,1,103019,103008,103013
01/03/2010,,1,1,103019,103008,103013
01/01/2010,,1,1,103035,103010,103017
01/01/2010,01/01/1900 07:00:00,0,1,103035,103010,103017
01/01/2010,01/01/1900 17:00:00,0,1,103035,103010,103017
01/12/2009,,1,1,103024,102990,103013
01/12/2009,01/01/1900 07:00:00,0,1,103024,102990,103013
01/12/2009,01/01/1900 17:00:00,0,1,103024,102990,103013
01/12/2009,,1,1,103024,102990,103013
01/11/2009,01/01/1900 07:00:00,0,1,102988,102952,102970
01/11/2009,01/01/1900 17:00:00,0,1,102988,102952,102970
01/11/2009,,1,1,102988,102952,102970
01/10/2009,,1,1,102952,102900,102922
01/10/2009,01/01/1900 07:00:00,0,1,102952,102900,102922
01/10/2009,01/01/1900 17:00:00,0,1,102952,102900,102922
01/09/2009,01/01/1900 07:00:00,0,1,102928,102908,102917
01/09/2009,01/01/1900 17:00:00,0,1,102927,102908,102917
01/09/2009,,1,1,102928,102908,102917
01/09/2009,,1,1,102928,102908,102917
01/08/2009,,1,1,102969,102930,102945
01/08/2009,,1,1,102969,102928,102945
01/08/2009,01/01/1900 07:00:00,0,1,102969,102928,102945
01/08/2009,01/01/1900 17:00:00,0,1,102969,102930,102946
01/07/2009,01/01/1900 07:00:00,0,1,102998,102971,102987
01/07/2009,01/01/1900 17:00:00,0,1,102998,102971,102987
01/07/2009,,1,1,102998,102971,102987
01/06/2009,,1,1,103010,102998,103004
01/06/2009,01/01/1900 07:00:00,0,1,103010,102998,103004
01/06/2009,01/01/1900 17:00:00,0,1,103010,102998,103003
01/05/2009,01/01/1900 07:00:00,0,1,103021,103004,103011
01/05/2009,01/01/1900 17:00:00,0,1,103021,103004,103011
01/05/2009,,1,1,103021,103004,103011
01/04/2009,,1,1,103034,103008,103019
01/04/2009,01/01/1900 07:00:00,0,1,103034,103008,103019
01/04/2009,01/01/1900 17:00:00,0,1,103034,103008,103019
01/04/2009,,1,1,103034,103008,103019
01/03/2009,,1,1,103014,103007,103012
01/03/2009,01/01/1900 07:00:00,0,1,103014,103007,103012
01/03/2009,01/01/1900 17:00:00,0,1,103014,103007,103011
01/03/2009,,1,1,103014,103007,103012
01/02/2009,,1,1,103028,103014,103020
01/02/2009,01/01/1900 17:00:00,0,1,103028,103014,103020
01/02/2009,01/01/1900 07:00:00,0,1,103028,103014,103020
01/01/2009,01/01/1900 17:00:00,0,1,103030,102932,102992
01/01/2009,01/01/1900 07:00:00,0,1,103030,102932,102992
01/01/2009,,1,1,103030,102932,102992
01/12/2008,,1,1,102930,102772,102840
01/12/2008,01/01/1900 07:00:00,0,1,102930,102770,102840
01/12/2008,01/01/1900 17:00:00,0,1,102930,102773,102840
01/12/2008,,1,1,102930,102770,102840
01/11/2008,,1,1,102765,102701,102724
01/11/2008,01/01/1900 07:00:00,0,1,102760,102701,102724
01/11/2008,01/01/1900 17:00:00,0,1,102765,102701,102724
01/11/2008,,1,1,102763,102701,102724
01/10/2008,,1,1,102815,102732,102780
01/10/2008,01/01/1900 07:00:00,0,1,102815,102732,102780
01/10/2008,01/01/1900 17:00:00,0,1,102816,102732,102780
01/10/2008,,1,1,102816,102732,102780
01/09/2008,,1,1,102882,102815,102844
01/09/2008,01/01/1900 07:00:00,0,1,102882,102816,102844
01/09/2008,01/01/1900 17:00:00,0,1,102882,102815,102844
01/09/2008,,1,1,102882,102816,102844
01/08/2008,,1,1,102948,102884,102918
01/08/2008,01/01/1900 07:00:00,0,1,102948,102884,102918
01/08/2008,01/01/1900 17:00:00,0,1,102948,102884,102918
01/07/2008,01/01/1900 07:00:00,0,1,102984,102950,102968
01/07/2008,01/01/1900 17:00:00,0,1,102984,102950,102968
01/07/2008,,1,1,102984,102950,102968
01/06/2008,,1,1,103001,102985,102994
01/06/2008,01/01/1900 07:00:00,0,1,103001,102985,102994
01/06/2008,01/01/1900 17:00:00,0,1,103001,102985,102994
01/05/2008,01/01/1900 07:00:00,0,1,103011,103001,103005
01/05/2008,01/01/1900 17:00:00,0,1,103011,103001,103005
01/05/2008,,1,1,103011,103001,103005
01/04/2008,,1,1,103032,103012,103018
01/04/2008,01/01/1900 07:00:00,0,1,103032,103012,103018
01/04/2008,01/01/1900 17:00:00,0,1,103031,103012,103018
01/04/2008,,1,1,103032,103012,103018
01/03/2008,,1,1,103036,103013,103026
01/03/2008,01/01/1900 07:00:00,0,1,103036,103014,103026
01/03/2008,01/01/1900 17:00:00,0,1,103035,103013,103025
01/03/2008,,1,1,103036,103014,103026
01/02/2008,,1,1,103034,102884,102963
01/02/2008,01/01/1900 07:00:00,0,1,103034,102884,102962
01/02/2008,01/01/1900 17:00:00,0,1,103034,102884,102963
01/01/2008,,1,1,102881,102752,102799
01/01/2008,,1,1,102882,102752,102799
01/01/2008,01/01/1900 07:00:00,0,1,102880,102752,102799
01/01/2008,01/01/1900 17:00:00,0,1,102882,102752,102800
01/12/2007,01/01/1900 07:00:00,0,1,102760,102656,102710
01/12/2007,01/01/1900 17:00:00,0,1,102760,102656,102711
01/12/2007,,1,1,102760,102656,102711
01/11/2007,,1,1,102668,102647,102657
01/11/2007,01/01/1900 17:00:00,0,1,102668,102647,102657
01/11/2007,01/01/1900 07:00:00,0,1,102668,102647,102658
01/10/2007,01/01/1900 07:00:00,0,1,102760,102667,102711
01/10/2007,01/01/1900 17:00:00,0,1,102760,102665,102711
01/10/2007,,1,1,102760,102665,102711
01/10/2007,,1,1,102760,102666,102711
01/09/2007,,1,1,102859,102764,102809
01/09/2007,01/01/1900 17:00:00,0,1,102859,102764,102809
01/09/2007,01/01/1900 07:00:00,0,1,102859,102764,102810
01/08/2007,01/01/1900 07:00:00,0,1,102926,102860,102895
01/08/2007,01/01/1900 17:00:00,0,1,102926,102860,102894
01/08/2007,,1,1,102926,102860,102894
01/08/2007,,1,1,102926,102860,102894
01/07/2007,,1,1,102971,102928,102952
01/07/2007,01/01/1900 07:00:00,0,1,102971,102928,102952
01/07/2007,01/01/1900 17:00:00,0,1,102971,102928,102952
01/06/2007,01/01/1900 07:00:00,0,1,102998,102973,102988
01/06/2007,01/01/1900 17:00:00,0,1,102997,102973,102988
01/06/2007,,1,1,102998,102973,102988
01/05/2007,,1,1,103009,102998,103001
01/05/2007,01/01/1900 07:00:00,0,1,103009,102998,103001
01/05/2007,01/01/1900 17:00:00,0,1,103009,102998,103001
01/04/2007,01/01/1900 07:00:00,0,1,103012,103005,103009
01/04/2007,01/01/1900 17:00:00,0,1,103012,103005,103009
01/04/2007,,1,1,103012,103005,103009
01/03/2007,01/01/1900 07:00:00,0,1,103030,103007,103015
01/03/2007,01/01/1900 17:00:00,0,1,103030,103007,103015
01/03/2007,,1,1,103030,103007,103015
01/02/2007,01/01/1900 07:00:00,0,1,103035,103019,103026
01/02/2007,01/01/1900 17:00:00,0,1,103035,103019,103026
01/02/2007,,1,1,103035,103019,103026
01/01/2007,01/01/1900 07:00:00,0,1,103036,103018,103025
01/01/2007,01/01/1900 17:00:00,0,1,103036,103018,103025
01/01/2007,,1,1,103036,103018,103025
01/12/2006,,1,1,103023,103006,103014
01/12/2006,01/01/1900 07:00:00,0,1,103023,103006,103014
01/12/2006,01/01/1900 17:00:00,0,1,103023,103006,103014
01/11/2006,01/01/1900 17:00:00,0,1,103020,103004,103011
01/11/2006,01/01/1900 07:00:00,0,1,103020,103004,103011
01/11/2006,,1,1,103020,103004,103011
01/11/2006,,1,1,103020,103004,103011
01/10/2006,,1,1,103014,102878,102940
01/10/2006,01/01/1900 17:00:00,0,1,103014,102878,102940
01/10/2006,01/01/1900 07:00:00,0,1,103014,102878,102940
01/09/2006,,1,1,102934,102886,102910
01/09/2006,01/01/1900 07:00:00,0,1,102934,102886,102910
01/09/2006,01/01/1900 17:00:00,0,1,102934,102886,102910
01/08/2006,01/01/1900 07:00:00,0,1,102979,102935,102960
01/08/2006,01/01/1900 17:00:00,0,1,102979,102935,102960
01/08/2006,,1,1,102979,102935,102960
01/08/2006,,1,1,102979,102935,102960
01/07/2006,,1,1,102995,102978,102989
01/07/2006,01/01/1900 07:00:00,0,1,102995,102978,102989
01/07/2006,01/01/1900 17:00:00,0,1,102995,102978,102989
01/06/2006,01/01/1900 07:00:00,0,1,103006,102995,103000
01/06/2006,01/01/1900 17:00:00,0,1,103006,102995,103000
01/06/2006,,1,1,103006,102995,103000
01/05/2006,,1,1,103016,103006,103010
01/05/2006,01/01/1900 17:00:00,0,1,103016,103006,103010
01/05/2006,01/01/1900 07:00:00,0,1,103016,103006,103010
01/04/2006,,1,1,103034,103016,103021
01/04/2006,,1,1,103034,103015,103021
01/04/2006,01/01/1900 17:00:00,0,1,103034,103016,103021
01/04/2006,01/01/1900 07:00:00,0,1,103034,103015,103021
